time,open,high,low,close,tick_volume,spread,real_volume
2026-08-07 15:10:00,4348.545,4356.022,4346.251,4355.316,1865,260,0
2026-08-07 15:15:00,4355.378,4357.057,4352.168,4354.561,1714,260,0
2026-08-07 15:20:00,4354.417,4358.505,4354.229,4356.762,1407,260,0
2026-08-07 15:25:00,4357.071,4358.228,4350.903,4351.464,1434,260,0
2026-08-07 15:30:00,4351.521,4353.285,4347.064,4349.376,2231,260,0
2026-08-07 15:35:00,4349.465,4354.056,4348.695,4352.293,1297,260,0
2026-08-07 15:40:00,4352.286,4353.292,4348.81,4349.652,1194,260,0
2026-08-07 15:45:00,4349.788,4351.939,4348.472,4349.275,1039,260,0
2026-08-07 15:50:00,4349.448,4350.323,4339.596,4342.884,1643,260,0
2026-08-07 15:55:00,4342.845,4345.022,4340.362,4341.025,1477,256,0
2026-08-07 16:00:00,4341.162,4343.611,4338.344,4342.952,1695,252,0
2026-08-07 16:05:00,4342.897,4349.658,4342.897,4346.999,1086,260,0
2026-08-07 16:10:00,4346.921,4348.266,4343.436,4347.296,1039,260,0
2026-08-07 16:15:00,4347.351,4348.25,4342.043,4342.043,1036,260,0
2026-08-07 16:20:00,4341.984,4349.865,4337.6,4338.101,2202,260,0
2026-08-07 16:25:00,4338.229,4338.491,4334.418,4337.413,1918,252,0
2026-08-07 16:30:00,4337.349,4339.254,4332.664,4339.185,1915,260,0
2026-08-07 16:35:00,4339.238,4342.179,4336.265,4340.142,1502,260,0
2026-08-07 16:40:00,4340.08,4341.044,4336.783,4338.571,1013,248,0
2026-08-07 16:45:00,4338.703,4342.353,4335.58,4338.889,1570,260,0
2026-08-07 16:50:00,4338.803,4338.84,4332.361,4333.819,1294,256,0
2026-08-07 16:55:00,4333.954,4334.598,4329.038,4329.038,1175,252,0
2026-08-07 17:00:00,4328.969,4335.622,4327.747,4334.894,1119,252,0
2026-08-07 17:05:00,4334.84,4338.391,4334.627,4335.678,957,248,0
2026-08-07 17:10:00,4335.38,4337.765,4334.866,4335.479,824,244,0
2026-08-07 17:15:00,4335.411,4336.479,4333.585,4335.043,736,248,0
2026-08-07 17:20:00,4335.105,4339.6,4334.231,4338.513,937,260,0
2026-08-07 17:25:00,4338.574,4342.143,4336.913,4339.762,1232,252,0
2026-08-07 17:30:00,4339.706,4340.138,4334.031,4336.803,1482,260,0
2026-08-07 17:35:00,4336.491,4336.823,4329.569,4334.951,1036,252,0
2026-08-07 17:40:00,4334.737,4338.381,4334.737,4336.004,838,244,0
2026-08-07 17:45:00,4336.214,4337.607,4334.824,4336.665,735,244,0
2026-08-07 17:50:00,4336.594,4341.505,4336.594,4341.009,709,248,0
2026-08-07 17:55:00,4341.009,4343.159,4339.773,4340.309,657,260,0
2026-08-07 18:00:00,4340.233,4341.223,4338.937,4339.934,698,248,0
2026-08-07 18:05:00,4339.91,4343.122,4339.736,4341.698,723,240,0
2026-08-07 18:10:00,4341.784,4342.733,4334.867,4335.037,731,240,0
2026-08-07 18:15:00,4335.05,4338.042,4334.809,4335.628,679,240,0
2026-08-07 18:20:00,4335.651,4335.992,4332.078,4333.71,776,240,0
2026-08-07 18:25:00,4333.695,4335.758,4332.296,4334.285,856,240,0
2026-08-07 18:30:00,4334.345,4337.937,4333.655,4336.934,718,240,0
2026-08-07 18:35:00,4336.935,4339.124,4336.774,4336.953,613,256,0
2026-08-07 18:40:00,4336.951,4337.583,4333.301,4334.43,591,256,0
2026-08-07 18:45:00,4334.421,4337.701,4334.086,4336.536,586,248,0
2026-08-07 18:50:00,4336.66,4337.67,4333.918,4335.437,543,256,0
2026-08-07 18:55:00,4335.512,4335.742,4333.079,4335.679,550,256,0
2026-08-07 19:00:00,4335.559,4344.651,4335.405,4340.383,1833,260,0
2026-08-07 19:05:00,4340.244,4345.162,4339.902,4344.64,946,248,0
2026-08-07 19:10:00,4344.514,4345.92,4343.154,4343.642,949,252,0
2026-08-07 19:15:00,4343.694,4350.103,4342.787,4347.02,1138,260,0
2026-08-07 19:20:00,4346.895,4350.396,4346.825,4348.98,1157,260,0
2026-08-07 19:25:00,4348.75,4349.153,4346.863,4348.76,947,256,0
2026-08-07 19:30:00,4348.428,4348.932,4345.113,4345.856,1075,256,0
2026-08-07 19:35:00,4345.528,4347.277,4344.387,4345.947,835,260,0
2026-08-07 19:40:00,4346.275,4348.302,4344.486,4347.683,722,260,0
2026-08-07 19:45:00,4347.712,4349.335,4346.9,4347.366,709,256,0
2026-08-07 19:50:00,4347.302,4349.452,4342.119,4343.249,858,260,0
2026-08-07 19:55:00,4343.192,4345.71,4340.047,4344.025,1397,256,0
2026-08-07 20:00:00,4344.087,4345.311,4342.641,4343.706,694,260,0
2026-08-07 20:05:00,4343.677,4344.536,4341.542,4341.644,439,260,0
2026-08-07 20:10:00,4341.305,4342.671,4338.11,4342.558,595,260,0
2026-08-07 20:15:00,4342.569,4343.111,4339.407,4339.839,469,260,0
2026-08-07 20:20:00,4339.679,4340.102,4338.699,4339.231,319,260,0
2026-08-07 20:25:00,4339.254,4340.213,4336.974,4337.938,551,260,0
2026-08-07 20:30:00,4337.934,4337.934,4335.875,4337.742,432,260,0
2026-08-07 20:35:00,4337.686,4341.376,4337.413,4341.041,507,260,0
2026-08-07 20:40:00,4340.981,4342.383,4340.19,4341.381,371,260,0
2026-08-07 20:45:00,4341.388,4341.816,4338.887,4340.056,459,260,0
2026-08-07 20:50:00,4339.639,4341.376,4339.564,4341.295,540,260,0
2026-08-07 20:55:00,4341.288,4342.576,4339.938,4342.475,842,260,0
2026-08-09 22:00:00,4347.782,4348.7,4332.725,4340.326,1141,280,0
2026-08-09 22:05:00,4340.385,4340.385,4334.674,4339.17,869,260,0
2026-08-09 22:10:00,4339.236,4346.07,4338.56,4343.606,827,260,0
2026-08-09 22:15:00,4343.636,4344.912,4339.801,4340.029,633,248,0
2026-08-09 22:20:00,4340.089,4340.859,4338.333,4339.352,489,260,0
2026-08-09 22:25:00,4339.098,4344.009,4339.098,4343.533,583,260,0
2026-08-09 22:30:00,4343.928,4345.335,4340.744,4342.385,536,256,0
2026-08-09 22:35:00,4342.664,4343.078,4340.264,4341.466,431,248,0
2026-08-09 22:40:00,4341.467,4342.652,4340.289,4340.554,368,248,0
2026-08-09 22:45:00,4340.556,4344.289,4340.26,4343.649,414,240,0
2026-08-09 22:50:00,4343.394,4343.966,4341.877,4342.552,342,252,0
